"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA21_1: Population, 2021","v_CA21_4: Total private dwellings","v_CA21_7: Land area in square kilometres","v_CA21_6: Population density per square kilometre","v_CA21_16: 0 to 4 years","v_CA21_34: 5 to 9 years","v_CA21_52: 10 to 14 years","v_CA21_73: 15 to 19 years","v_CA21_91: 20 to 24 years","v_CA21_109: 25 to 29 years","v_CA21_127: 30 to 34 years","v_CA21_145: 35 to 39 years","v_CA21_163: 40 to 44 years","v_CA21_181: 45 to 49 years","v_CA21_199: 50 to 54 years","v_CA21_217: 55 to 59 years","v_CA21_235: 60 to 64 years","v_CA21_253: 65 years and over","v_CA21_258: 65","v_CA21_388: Average age","v_CA21_391: Average age","v_CA21_434: Occupied private dwellings by structural type of dwelling data","v_CA21_435: Single-detached house","v_CA21_436: Semi-detached house","v_CA21_437: Row house","v_CA21_438: Apartment or flat in a duplex","v_CA21_439: Apartment in a building that has fewer than five storeys","v_CA21_440: Apartment in a building that has five or more storeys","v_CA21_441: Other single-attached house","v_CA21_442: Movable dwelling","v_CA21_459: Married","v_CA21_462: Living common-law","v_CA21_480: Never married","v_CA21_483: Separated","v_CA21_486: Divorced","v_CA21_489: Widowed","v_CA21_492: Census families in private households by family size","v_CA21_493: 2 persons","v_CA21_494: 3 persons","v_CA21_495: 4 persons","v_CA21_496: 5 or more persons","v_CA21_497: Average size of census families"
"190","35240581","DA","35240581",0.316,612,189,187,"3524001","3524","5350609.00","35535",612,189,0.32,1936.7,10,15,25,25,30,10,5,10,20,35,20,35,20,40,0,40.6,44,185,185,0,0,0,0,0,0,0,300,15,150,5,5,20,170,50,40,60,30,3.4
"191","35240582","DA","35240582",0.2216,493,191,185,"3524001","3524","5350610.04","35535",493,191,0.22,2224.7,5,20,10,5,15,15,10,15,10,15,25,25,15,60,5,48,52.8,185,185,0,0,5,0,0,0,0,225,20,120,5,20,25,145,60,45,25,10,2.9
"192","35240583","DA","35240583",0.2159,522,189,174,"3524001","3524","5350610.04","35535",522,189,0.22,2417.8,10,15,15,15,20,5,10,15,20,20,20,20,20,50,0,42.4,46,175,165,0,0,10,0,0,0,0,265,20,95,10,15,20,160,60,40,50,10,3.1
"193","35240584","DA","35240584",0.3688,669,272,253,"3524001","3524","5350605.00","35535",669,272,0.37,1814,10,10,15,30,30,20,10,15,20,35,35,30,25,85,5,46.4,49.2,250,160,0,0,5,90,0,0,0,310,35,175,10,25,40,195,85,45,40,20,3
"194","35240585","DA","35240585",0.8123,805,329,314,"3524001","3524","5350605.00","35535",805,329,0.81,991,10,10,20,25,25,20,10,5,15,25,30,50,45,135,5,50.5,57.2,315,185,0,50,10,0,60,0,0,450,40,170,15,25,35,260,150,45,35,30,2.8
"195","35240586","DA","35240586",0.2036,532,231,222,"3524001","3524","5350605.00","35535",532,231,0.2,2613,10,20,15,10,20,10,20,10,15,15,25,15,25,60,5,44.4,48,220,55,0,135,0,40,0,0,0,240,40,115,20,35,20,165,90,40,30,5,2.7
"196","35240587","DA","35240587",0.1439,538,299,284,"3524001","3524","5350605.00","35535",538,299,0.14,3738.7,5,0,5,15,20,20,10,10,5,5,15,20,30,125,5,55.4,62,285,65,0,60,0,55,75,25,0,260,40,100,10,50,45,170,115,30,15,5,2.4
"197","35240588","DA","35240588",0.0729,248,178,146,"3524001","3524","5350603.00","35535",248,178,0.07,3401.9,5,5,0,0,0,5,5,10,5,10,5,10,15,75,0,59.2,66,145,55,15,5,0,0,65,0,0,110,10,40,5,40,25,75,55,10,5,0,2.3
"198","35240589","DA","35240589",0.1498,856,519,504,"3524001","3524","5350603.00","35535",856,519,0.15,5714.3,10,20,15,15,15,10,15,20,20,25,25,30,25,285,0,59.5,68,500,55,20,25,5,70,330,0,0,260,45,180,30,130,140,170,110,25,30,5,2.6
"199","35240600","DA","35240600",2.1642,1025,392,380,"3524001","3524","5350614.02","35535",1025,392,2.16,473.6,25,20,35,30,35,35,40,40,35,35,40,30,45,100,10,41.9,42,380,215,0,0,0,160,0,0,0,465,55,245,10,45,35,300,120,85,70,20,3
"200","35240601","DA","35240601",0.6641,1856,966,895,"3524001","3524","5350613.04","35535",1856,966,0.66,2794.8,25,35,30,35,125,70,60,55,40,40,50,55,55,295,10,46.1,45.6,895,105,0,55,5,0,735,0,0,630,120,590,60,150,130,460,275,95,60,30,2.7
"201","35240602","DA","35240602",0.7209,870,305,302,"3524001","3524","5350612.05","35535",870,305,0.72,1206.8,15,15,35,40,25,15,25,20,35,45,40,30,45,75,10,42.5,45.6,300,165,0,140,0,0,0,0,0,420,35,200,15,30,25,255,85,75,65,20,3.1
"202","35240604","DA","35240604",0.1181,396,124,123,"3524001","3524","5350612.12","35535",396,124,0.12,3353.1,10,10,15,15,15,10,10,10,15,15,30,25,10,10,0,38.2,41.2,120,120,0,0,0,0,0,0,0,195,5,105,5,5,5,115,20,40,40,10,3.4
"203","35240605","DA","35240605",0.0999,439,139,139,"3524001","3524","5350612.12","35535",439,139,0.1,4394.4,5,10,20,20,20,5,10,10,10,25,25,30,20,20,0,41.4,46.4,140,130,5,0,0,0,0,0,0,215,30,105,0,10,10,130,40,35,40,15,3.2
"204","35240606","DA","35240606",0.0804,369,112,110,"3524001","3524","5350612.12","35535",369,112,0.08,4589.6,5,10,15,15,15,5,5,10,10,10,20,20,10,15,5,39.8,42.8,110,110,0,0,0,0,0,0,0,185,10,90,5,10,10,110,30,40,35,10,3.2
"205","35240607","DA","35240607",0.127,592,196,193,"3524001","3524","5350612.12","35535",592,196,0.13,4661.4,15,10,15,30,25,20,15,10,20,15,30,40,15,40,0,40,40.8,195,60,45,90,0,0,0,0,0,290,10,155,5,20,25,170,50,55,55,15,3.3
"206","35240608","DA","35240608",0.0621,321,99,99,"3524001","3524","5350612.12","35535",321,99,0.06,5169.1,5,5,5,15,20,10,5,5,15,10,20,20,10,15,5,41.2,44.8,100,65,0,35,0,0,0,0,0,155,15,75,10,5,10,100,35,20,30,10,3.2
"207","35240609","DA","35240609",0.1117,439,130,129,"3524001","3524","5350612.12","35535",439,130,0.11,3930.2,10,10,10,30,20,10,10,15,15,20,30,25,15,10,5,38.6,41.2,130,130,0,0,0,0,0,0,0,210,15,130,5,15,5,130,35,35,50,10,3.3
"208","35240610","DA","35240610",0.1707,409,127,126,"3524001","3524","5350612.27","35535",409,127,0.17,2396,5,10,10,5,10,15,5,15,10,20,10,25,20,30,0,43.8,46.4,125,125,0,0,0,0,0,0,0,210,10,100,5,5,20,125,45,40,30,10,3.1
"209","35240611","DA","35240611",0.2353,1051,333,332,"3524001","3524","5350612.27","35535",1051,333,0.24,4466.6,30,45,45,50,25,20,40,55,40,40,50,30,25,35,5,35.1,36,335,185,45,80,0,20,0,0,0,475,40,220,20,35,15,295,85,85,90,30,3.3
"210","35240612","DA","35240612",0.0674,349,110,109,"3524001","3524","5350612.27","35535",349,110,0.07,5178,10,10,15,10,10,0,10,10,15,15,25,10,10,20,0,40.2,44,105,85,15,10,0,0,0,0,0,200,5,70,5,10,5,105,40,35,35,0,3
"211","35240613","DA","35240613",0.2169,469,145,143,"3524001","3524","5350612.27","35535",469,145,0.22,2162.3,5,15,20,20,20,10,5,10,20,30,20,25,15,15,0,37.2,40.8,145,115,0,25,0,0,0,0,0,225,25,110,10,10,0,130,30,30,50,20,3.5
"212","35240614","DA","35240614",0.1672,369,111,110,"3524001","3524","5350612.27","35535",369,111,0.17,2206.9,5,10,30,15,15,10,5,15,10,15,15,15,10,25,0,38.4,39.6,110,80,0,25,0,5,0,0,0,195,0,85,0,5,5,105,30,25,40,15,3.4
"213","35240615","DA","35240615",0.2346,924,322,317,"3524001","3524","5350613.03","35535",924,322,0.23,3938.6,25,15,35,40,30,25,35,25,35,30,35,35,40,70,10,39.7,40,320,130,40,135,10,0,0,0,0,375,65,245,15,40,30,260,100,75,65,20,3
"214","35240616","DA","35240616",0.2355,565,183,183,"3524001","3524","5350600.02","35535",565,183,0.24,2399.2,15,15,25,25,20,10,10,25,15,25,25,15,30,40,5,41,44.4,180,135,40,0,5,0,0,0,0,290,25,120,5,15,15,170,65,40,50,15,3.1
"215","35240619","DA","35240619",1.2597,1269,411,404,"3524001","3524","5350612.11","35535",1269,411,1.26,1007.4,30,30,40,65,35,25,15,30,30,75,70,60,40,90,5,41.2,45.6,405,315,0,85,0,0,0,0,0,675,35,295,15,25,20,380,140,80,115,45,3.2
"216","35240620","DA","35240620",0.1717,381,117,116,"3524001","3524","5350612.11","35535",381,117,0.17,2219,5,5,15,15,15,10,5,5,15,20,15,20,15,35,5,43.2,46.4,115,110,0,0,0,0,0,0,0,215,5,90,5,5,5,115,35,25,45,10,3.2
"217","35240688","DA","35240688",0.1401,1190,379,368,"3524001","3524","5350612.22","35535",1190,379,0.14,8493.9,40,55,80,50,30,15,35,55,90,70,45,20,10,40,0,32.7,36,370,50,0,320,0,0,0,0,0,520,40,210,25,45,20,340,85,95,125,30,3.3
"218","35240689","DA","35240689",0.0943,779,230,229,"3524001","3524","5350612.23","35535",779,230,0.09,8260.9,20,30,40,30,20,15,30,35,35,45,30,15,15,35,0,35.4,38,230,110,0,120,0,0,0,0,0,375,30,160,5,15,15,220,60,50,80,25,3.4
"219","35240691","DA","35240691",0.2696,1138,389,374,"3524001","3524","5350612.23","35535",1138,389,0.27,4221.1,15,30,30,45,30,25,20,35,40,40,40,25,25,230,0,52.2,50.4,375,155,0,195,0,0,20,0,0,500,45,195,20,45,170,270,95,75,70,30,3.1
"220","35240695","DA","35240695",0.074,612,210,207,"3524001","3524","5350612.21","35535",612,210,0.07,8270.3,20,20,20,20,20,10,10,25,35,40,30,15,15,20,5,36.8,40.4,205,60,0,145,0,0,0,0,0,280,15,135,15,25,10,170,50,55,50,15,3.2
"221","35240696","DA","35240696",0.2295,775,210,209,"3524001","3524","5350612.21","35535",775,210,0.23,3376.9,10,15,40,50,40,5,10,25,30,50,40,30,10,30,0,35.8,38.4,205,190,15,0,0,0,0,0,0,380,15,195,5,5,10,210,40,40,100,30,3.6
"222","35240697","DA","35240697",0.2133,938,304,301,"3524001","3524","5350612.21","35535",938,304,0.21,4397.6,20,35,50,40,30,20,20,40,35,60,40,30,25,50,0,37.5,40,300,65,80,155,0,0,0,0,0,430,30,195,15,50,25,275,90,85,80,25,3.2
"223","35240698","DA","35240698",0.2319,1127,357,356,"3524001","3524","5350612.20","35535",1127,357,0.23,4859.9,20,45,45,65,30,15,30,40,40,60,60,40,25,75,5,38.1,40,355,215,40,100,0,0,0,0,0,530,40,260,15,40,30,325,90,90,110,35,3.3
"224","35240699","DA","35240699",0.1922,990,294,294,"3524001","3524","5350612.18","35535",990,294,0.19,5150.9,25,30,55,55,25,15,20,30,45,60,50,35,30,35,5,36.2,39.2,295,225,60,10,0,0,0,0,0,470,30,225,20,35,15,280,70,75,120,25,3.3
"225","35240700","DA","35240700",0.0984,590,183,182,"3524001","3524","5350612.19","35535",590,183,0.1,5995.9,15,30,25,30,20,10,10,25,20,30,35,20,15,30,5,36,38,185,185,0,0,0,0,0,0,0,280,15,125,5,20,10,170,50,40,65,15,3.3
"226","35240701","DA","35240701",0.0953,563,162,160,"3524001","3524","5350612.19","35535",563,162,0.1,5907.7,10,15,25,30,25,10,5,10,25,25,40,25,10,15,5,36.6,40.8,160,155,0,0,0,0,0,0,0,275,25,145,5,10,0,160,40,40,65,20,3.4
"227","35240705","DA","35240705",0.1924,685,226,224,"3524001","3524","5350612.19","35535",685,226,0.19,3560.3,15,15,25,15,25,10,15,35,30,30,20,35,20,55,5,41.3,41.6,220,105,0,115,0,0,0,0,0,325,25,150,15,25,20,200,65,45,70,15,3.2
"228","35240706","DA","35240706",0.1277,606,205,200,"3524001","3524","5350612.19","35535",606,205,0.13,4745.5,10,15,20,40,20,5,10,35,25,30,35,30,20,35,5,39.4,41.6,200,130,20,50,0,0,0,0,0,255,20,165,10,30,15,190,65,55,55,5,3.1
"229","35240707","DA","35240707",0.1768,722,216,210,"3524001","3524","5350612.20","35535",722,216,0.18,4083.7,15,25,20,30,25,15,15,25,35,35,40,25,30,25,5,37.9,41.2,210,155,60,0,0,0,0,0,0,355,15,170,10,20,10,200,45,55,80,25,3.4
"230","35240708","DA","35240708",0.2033,760,210,209,"3524001","3524","5350612.20","35535",760,210,0.2,3738.3,10,25,35,55,35,15,5,15,30,50,40,35,20,25,0,36.8,41.6,205,205,0,0,0,0,0,0,0,390,5,215,5,15,10,210,45,40,95,30,3.5
"231","35240709","DA","35240709",0.1883,681,222,220,"3524001","3524","5350612.20","35535",681,222,0.19,3616.6,5,10,25,35,25,10,10,15,25,30,30,40,20,55,5,42.9,47.2,220,220,0,0,0,0,0,0,0,360,15,155,5,20,15,200,70,45,70,15,3.2
"232","35240710","DA","35240710",0.1798,581,189,187,"3524001","3524","5350612.20","35535",581,189,0.18,3231.4,15,15,15,25,25,10,10,15,15,20,30,30,30,30,5,40.4,43.6,190,100,25,65,0,0,0,0,0,305,20,130,5,20,10,180,65,55,60,5,3.1
"233","35240711","DA","35240711",0.1415,670,206,205,"3524001","3524","5350612.23","35535",670,206,0.14,4735,15,25,30,25,25,20,15,25,25,35,45,30,15,25,5,36.8,39.2,205,205,0,0,0,0,0,0,0,300,30,170,10,20,15,190,45,60,65,20,3.4
"234","35240712","DA","35240712",0.0971,511,163,160,"3524001","3524","5350612.23","35535",511,163,0.1,5262.6,5,15,20,20,10,10,15,15,25,25,30,15,15,25,0,39.2,42.4,160,115,25,20,0,0,0,0,0,250,15,120,5,15,5,145,50,30,45,20,3.3
"235","35240713","DA","35240713",0.4946,869,267,263,"3524001","3524","5350612.18","35535",869,267,0.49,1757,25,35,45,50,35,20,20,20,30,50,40,40,20,40,5,36.5,38.4,265,225,0,40,0,0,0,0,0,400,35,200,15,15,20,245,70,60,75,35,3.3
"236","35240714","DA","35240714",0.1028,563,176,175,"3524001","3524","5350612.18","35535",563,176,0.1,5476.7,10,15,35,25,15,5,10,20,35,45,25,10,10,25,0,37.4,41.6,175,175,0,0,0,0,0,0,0,265,35,110,5,15,10,165,45,35,60,15,3.3
"237","35240715","DA","35240715",0.166,898,311,304,"3524001","3524","5350612.18","35535",898,311,0.17,5409.6,10,25,35,45,15,25,30,35,45,55,40,25,30,35,0,38.1,40,305,30,55,225,0,0,0,0,0,385,25,230,25,40,15,250,65,85,85,20,3.3
"238","35240716","DA","35240716",0.2302,762,188,188,"3524001","3524","5350612.18","35535",762,188,0.23,3310.2,10,15,30,20,15,20,15,15,35,40,25,25,15,110,10,48.2,48.4,190,190,0,0,0,0,0,0,0,375,15,155,5,20,70,180,45,45,75,20,3.4
"239","35240760","DA","35240760",4.2032,44,20,17,"3524001","3524","5350612.10","35535",44,20,4.2,10.5,0,0,0,0,5,0,0,0,0,0,5,0,5,5,0,44,NA,20,20,0,0,0,0,0,0,0,15,0,15,5,5,0,10,10,0,0,5,3
"240","35240761","DA","35240761",0.3946,328,106,104,"3524001","3524","5350612.18","35535",328,106,0.39,831.2,5,10,10,20,10,5,5,5,10,15,15,20,10,30,5,41,45.2,105,85,0,20,0,0,0,0,0,165,10,85,0,10,5,100,40,25,25,15,3.2
"241","35240762","DA","35240762",0.3542,524,153,153,"3524001","3524","5350612.19","35535",524,153,0.35,1479.4,10,15,20,30,20,10,10,10,20,25,25,20,25,20,5,39.2,43.6,155,125,10,15,0,0,0,0,0,255,15,140,5,10,10,150,35,35,50,25,3.4
"242","35240765","DA","35240765",0.0703,431,132,129,"3524001","3524","5350612.20","35535",431,132,0.07,6130.9,15,20,15,20,10,5,10,20,15,15,30,10,15,15,0,36.2,38.8,130,80,0,50,0,0,0,0,0,205,20,95,5,15,10,120,35,30,50,10,3.3
"243","35240766","DA","35240766",0.1502,1040,372,368,"3524001","3524","5350612.19","35535",1040,372,0.15,6924.1,30,40,35,15,30,25,30,45,40,50,35,45,30,75,0,40,41.2,370,35,55,280,0,0,0,0,0,490,35,200,30,45,20,300,105,85,85,25,3.1
"244","35240767","DA","35240767",0.2171,823,250,246,"3524001","3524","5350612.11","35535",823,250,0.22,3790.9,15,35,25,25,25,15,20,25,35,45,40,35,30,35,0,39,42.4,245,185,0,55,5,0,0,0,0,395,20,190,10,20,25,235,65,60,80,25,3.4
"245","35240768","DA","35240768",0.1497,492,137,136,"3524001","3524","5350612.11","35535",492,137,0.15,3286.6,15,15,25,25,30,10,5,10,15,25,45,20,5,15,0,36.6,40,135,135,0,0,0,0,0,0,0,235,15,130,5,10,5,140,25,40,55,15,3.5
"246","35240769","DA","35240769",0.0861,454,134,132,"3524001","3524","5350612.11","35535",454,134,0.09,5272.9,10,15,20,30,15,10,5,10,15,35,25,15,10,15,0,36.6,41.6,135,135,0,0,0,0,0,0,0,210,20,110,5,10,10,125,20,35,55,15,3.5
"247","35240770","DA","35240770",1.0685,1162,306,302,"3524001","3524","5350612.28","35535",1162,306,1.07,1087.5,20,25,65,65,40,20,15,15,50,55,75,35,35,60,5,38.3,42,300,290,0,15,0,0,0,0,0,575,15,290,10,20,30,310,65,75,115,55,3.6
"248","35240771","DA","35240771",0.1581,778,221,215,"3524001","3524","5350612.29","35535",778,221,0.16,4920.9,20,35,45,35,20,10,15,25,40,45,40,10,10,30,5,34.2,37.6,215,90,0,125,0,0,0,0,0,385,10,155,5,10,15,205,40,45,85,35,3.6
"249","35240772","DA","35240772",0.2587,876,228,225,"3524001","3524","5350612.28","35535",876,228,0.26,3386.2,15,20,50,50,40,10,15,15,25,60,50,35,10,30,5,36.4,39.2,225,225,0,0,0,0,0,0,0,440,5,225,5,10,15,240,50,50,95,40,3.6
"250","35240773","DA","35240773",0.1773,954,236,232,"3524001","3524","5350612.29","35535",954,236,0.18,5380.7,10,35,40,65,40,20,10,25,40,60,55,20,20,40,0,36.8,39.2,230,230,0,0,0,0,0,0,0,460,5,245,0,10,20,240,40,45,105,55,3.8
"251","35240774","DA","35240774",0.2762,917,276,272,"3524001","3524","5350612.28","35535",917,276,0.28,3320.1,15,30,45,50,40,25,10,20,35,50,45,35,35,60,5,38.7,41.2,270,190,0,80,5,0,0,0,0,445,20,235,10,25,25,255,70,55,90,35,3.4
"252","35240776","DA","35240776",0.1969,1655,717,682,"3524001","3524","5350612.29","35535",1655,717,0.2,8405.3,25,30,65,70,55,40,40,45,75,90,80,55,60,185,10,43.8,45.6,685,140,55,135,5,0,350,0,0,725,50,400,55,100,80,475,225,100,120,30,2.9
"253","35240777","DA","35240777",0.1902,784,217,214,"3524001","3524","5350612.25","35535",784,217,0.19,4122,15,25,45,40,25,15,5,15,25,45,55,30,15,40,5,38,42.4,215,210,0,0,5,0,0,0,0,410,0,190,10,10,15,220,50,45,95,25,3.5
"254","35240779","DA","35240779",0.4706,865,250,244,"3524001","3524","5350612.25","35535",865,250,0.47,1838.1,15,25,20,45,35,25,10,15,25,35,60,35,35,45,5,39.9,44.4,240,205,0,40,0,0,0,0,0,455,15,245,5,10,15,240,70,50,90,35,3.4
"255","35240786","DA","35240786",0.6738,2067,1156,925,"3524001","3524","5350612.26","35535",2067,1156,0.67,3067.7,100,90,50,35,40,105,165,160,95,65,40,30,30,70,5,32.9,33.6,925,0,0,125,0,595,205,0,0,860,140,420,60,90,45,590,280,160,125,20,2.8
"256","35240787","DA","35240787",0.2197,1627,688,649,"3524001","3524","5350612.26","35535",1627,688,0.22,7405.6,35,30,25,25,25,65,75,65,55,40,45,35,40,325,5,52.4,50,645,50,50,70,0,400,80,0,0,705,115,265,50,95,205,410,245,100,50,15,2.6
"257","35240788","DA","35240788",0.0734,654,230,226,"3524001","3524","5350612.26","35535",654,230,0.07,8910.1,25,35,30,25,20,15,20,25,25,35,35,20,10,20,0,34.1,35.6,225,40,115,75,0,0,0,0,0,295,30,135,10,30,15,195,60,55,60,15,3.1
"258","35240789","DA","35240789",0.0851,1464,756,732,"3524001","3524","5350612.26","35535",1464,756,0.09,17203.3,30,35,30,35,30,35,85,55,60,55,70,65,50,155,0,44.5,44.8,730,60,100,135,0,40,390,0,0,575,65,360,30,135,95,400,205,105,75,10,2.7
"259","35240790","DA","35240790",0.0752,561,226,222,"3524001","3524","5350612.26","35535",561,226,0.08,7460.1,15,10,20,20,20,25,20,20,20,25,25,20,15,50,0,41.2,42.4,220,45,60,70,0,45,0,0,0,260,15,120,5,35,25,170,75,40,40,10,2.9
"260","35240816","DA","35240816",0.3146,524,206,203,"3524001","3524","5350612.08","35535",524,206,0.31,1665.6,15,15,25,15,15,15,15,25,20,25,25,20,20,35,0,40.8,41.6,200,0,0,200,0,0,0,0,0,210,15,130,15,40,15,145,60,45,25,15,3
"261","35240817","DA","35240817",0.1466,651,170,166,"3524001","3524","5350612.08","35535",651,170,0.15,4440.7,5,15,15,25,20,15,15,5,25,30,25,20,20,90,5,49.1,48,165,135,0,20,5,10,0,0,0,340,20,145,10,15,50,155,50,40,45,15,3.2
"262","35240818","DA","35240818",0.1041,542,151,149,"3524001","3524","5350612.08","35535",542,151,0.1,5206.5,15,15,20,25,25,15,10,20,20,25,35,25,20,20,5,38.4,41.2,145,145,0,0,5,0,0,0,0,260,10,150,10,10,5,150,40,45,45,20,3.4
"263","35240819","DA","35240819",0.2803,913,296,291,"3524001","3524","5350612.08","35535",913,296,0.28,3257.2,15,35,45,30,30,20,15,25,45,35,45,35,30,60,5,39.3,42.4,290,125,10,155,0,0,0,0,0,420,30,205,25,30,20,255,75,70,75,30,3.3
"264","35240820","DA","35240820",0.1368,638,214,212,"3524001","3524","5350612.08","35535",638,214,0.14,4663.7,15,25,30,25,20,10,15,30,40,20,30,20,20,35,0,37,39.2,215,20,0,190,0,0,0,0,0,220,20,175,15,45,10,185,65,55,50,20,3.1
"265","35240849","DA","35240849",0.1209,870,240,231,"3524001","3524","5350612.22","35535",870,240,0.12,7196,20,40,60,35,15,15,15,30,65,50,25,25,10,30,0,33.8,38,235,200,0,30,0,0,0,0,0,410,20,155,10,15,20,235,55,45,95,40,3.5
"266","35240850","DA","35240850",0.2362,1022,283,281,"3524001","3524","5350612.21","35535",1022,283,0.24,4326.8,15,40,50,70,40,15,5,35,40,70,60,25,20,40,0,35.9,39.2,280,240,20,15,0,0,0,0,0,500,15,260,5,25,25,270,50,60,110,45,3.6
"267","35240851","DA","35240851",0.1143,652,180,179,"3524001","3524","5350612.21","35535",652,180,0.11,5704.3,20,15,25,50,20,10,5,15,30,45,40,25,10,20,0,36.6,42.8,180,135,45,0,0,0,0,0,0,325,10,160,5,15,5,180,35,45,75,25,3.5
"268","35240852","DA","35240852",0.1054,619,197,196,"3524001","3524","5350612.23","35535",619,197,0.11,5872.9,15,20,20,30,15,10,25,20,25,30,30,25,20,30,0,38.4,40.4,195,125,45,25,0,0,0,0,0,300,20,150,5,20,10,175,50,45,60,15,3.2
"269","35240853","DA","35240853",0.507,873,231,229,"3524001","3524","5350612.23","35535",873,231,0.51,1721.9,10,30,35,55,35,10,10,20,30,55,45,40,15,40,5,37.9,42.4,230,215,0,10,0,0,0,0,0,430,10,230,5,5,25,230,40,50,100,40,3.6
"270","35240854","DA","35240854",0.1285,610,167,167,"3524001","3524","5350612.22","35535",610,167,0.13,4747.1,10,25,30,45,25,15,15,15,20,45,40,15,15,20,5,34.9,37.2,165,165,0,0,0,0,0,0,0,295,10,155,5,10,10,165,35,25,90,20,3.6
"271","35240855","DA","35240855",0.1366,1001,269,268,"3524001","3524","5350612.22","35535",1001,269,0.14,7328,15,40,70,45,25,10,15,30,55,70,50,20,10,30,0,34.3,38.8,270,270,0,0,0,0,0,0,0,460,25,200,10,20,15,275,60,55,110,45,3.6
"272","35240857","DA","35240857",0.0799,503,152,149,"3524001","3524","5350612.22","35535",503,152,0.08,6295.4,10,15,25,30,20,5,15,10,25,35,20,20,5,30,0,37,40.8,150,150,0,0,0,0,0,0,0,250,20,110,0,5,10,140,40,25,55,20,3.5
"273","35240858","DA","35240858",0.1275,367,106,105,"3524001","3524","5350612.23","35535",367,106,0.13,2878.4,5,15,25,25,10,5,0,10,20,30,15,10,5,15,0,35.2,38.8,105,105,0,0,0,0,0,0,0,175,5,80,5,5,5,100,20,25,45,15,3.5
"274","35240859","DA","35240859",0.12,723,193,192,"3524001","3524","5350612.29","35535",723,193,0.12,6025,5,20,55,35,15,15,10,20,45,50,25,15,10,30,0,35.3,39.6,195,140,45,0,0,0,0,0,0,345,10,155,15,5,15,190,35,40,80,35,3.6
"275","35240861","DA","35240861",0.1902,1086,291,289,"3524001","3524","5350612.25","35535",1086,291,0.19,5709.8,10,35,50,75,35,15,20,20,50,75,65,35,20,45,0,37.1,41.2,285,290,0,0,5,0,0,0,0,515,10,300,10,20,15,295,65,70,115,45,3.5
"276","35240952","DA","35240952",27.3068,1255,556,420,"3524001","3524","5350615.00","35535",1255,556,27.31,46,35,50,50,50,35,35,70,75,40,40,40,40,25,50,5,34.7,34.4,420,305,20,100,0,0,0,0,0,570,45,270,25,45,25,355,120,105,80,45,3.2
"277","35240953","DA","35240953",5.6372,967,282,270,"3524001","3524","5350615.00","35535",967,282,5.64,171.5,30,35,45,30,35,25,40,45,45,35,40,30,15,40,5,35.3,36,270,245,30,0,0,0,0,0,0,470,5,195,20,30,20,265,70,70,90,35,3.4
"278","35240954","DA","35240954",0.2283,995,347,332,"3524001","3524","5350615.00","35535",995,347,0.23,4358.3,55,40,35,20,15,45,75,65,45,35,25,25,20,15,5,31.1,32.4,330,185,90,65,0,0,0,0,0,475,40,155,20,40,10,295,115,80,70,30,3.1
"279","35240955","DA","35240955",0.1346,915,253,244,"3524001","3524","5350615.00","35535",915,253,0.13,6797.9,30,30,35,35,25,25,25,55,50,30,25,15,15,30,0,33.4,35.2,245,205,10,25,5,0,0,0,0,415,35,195,15,15,15,245,65,65,80,35,3.4
"280","35240956","DA","35240956",0.149,554,233,220,"3524001","3524","5350615.00","35535",554,233,0.15,3718.1,35,15,15,5,10,30,50,40,25,20,15,15,10,15,0,32.6,34,220,45,75,95,0,0,0,0,0,245,65,85,15,15,5,180,85,55,35,5,2.8
"281","35240957","DA","35240957",1.782,1701,532,484,"3524001","3524","5350615.00","35535",1701,532,1.78,954.5,85,80,90,45,45,50,80,105,95,35,65,35,30,35,5,31.2,32.8,485,430,30,20,0,0,0,0,0,830,60,280,15,25,25,480,135,125,140,80,3.4
"282","35240958","DA","35240958",0.1683,733,228,215,"3524001","3524","5350615.00","35535",733,228,0.17,4355.3,40,45,30,25,15,25,30,45,50,30,15,15,10,20,0,31,33.2,215,100,65,45,0,0,0,0,0,370,20,120,5,10,5,205,55,55,75,25,3.4
"283","35240959","DA","35240959",0.1338,666,196,187,"3524001","3524","5350615.00","35535",666,196,0.13,4977.6,30,45,30,15,30,5,25,35,45,30,20,15,10,30,5,32.4,34.4,185,110,10,70,0,0,0,0,0,330,20,105,5,10,15,185,50,45,60,25,3.4
"284","35240960","DA","35240960",0.0827,1004,445,418,"3524001","3524","5350615.00","35535",1004,445,0.08,12140.3,65,20,25,15,25,60,95,60,30,30,25,20,20,40,5,33.7,33.2,420,55,110,90,0,160,10,0,0,455,80,185,25,35,15,290,120,90,55,20,2.9
"285","35240961","DA","35240961",0.2593,1419,526,497,"3524001","3524","5350615.00","35535",1419,526,0.26,5472.4,65,65,50,40,45,70,80,90,50,55,25,30,15,60,5,32.6,33.2,495,100,110,80,0,0,200,0,0,670,70,280,25,40,15,415,170,100,100,40,3.1
"286","35240962","DA","35240962",2.4456,1248,447,380,"3524001","3524","5350615.00","35535",1248,447,2.45,510.3,20,50,65,45,40,25,25,45,60,55,50,25,15,120,5,41.2,40.4,380,285,0,0,0,15,85,0,0,590,20,245,10,15,80,310,75,60,115,65,3.6
